"vulnerability_rank","IGZ","CPP","Indicator","BaseYear","Change","ChangeAv","InterZone_Name","group","label","CommunityValue_BaseYear","CommunityValue_RecentYear","CPPAverage_BaseYear","CPPAverage_RecentYear"
2,"S02002340","South Ayrshire","Depopulation","2012/13",-6.06,-1.76,"Ayr North Harbour, Wallacetown and Newton South","Depopulation Ayr North Harbour, Wallacetown and Newton South"," ","100","106.06",100,101.76
2,"S02002340","South Ayrshire","Early Mortality","2012/13",-35,0,"Ayr North Harbour, Wallacetown and Newton South","Early Mortality Ayr North Harbour, Wallacetown and Newton South"," ","740","1002.27",451,452
2,"S02002340","South Ayrshire","Emergency Admissions","2012/13",-10,11,"Ayr North Harbour, Wallacetown and Newton South","Emergency Admissions Ayr North Harbour, Wallacetown and Newton South"," ","30085.26","33205.86",29687,26368
2,"S02002340","South Ayrshire","Out of Work Benefits","2013/14",-31.05,-28.95,"Ayr North Harbour, Wallacetown and Newton South","Out of Work Benefits Ayr North Harbour, Wallacetown and Newton South"," ","30.34","39.76",13.53,17.45
2,"S02002340","South Ayrshire","Participation Rate","2016/17",21.41,4.92,"Ayr North Harbour, Wallacetown and Newton South","Participation Rate Ayr North Harbour, Wallacetown and Newton South"," ","71.01","86.21",90.79,95.26
2,"S02002398","South Lanarkshire","Attainment","2013/14",4.5,2.32,"Whitehill","Attainment Whitehill"," ","4.67","4.88",5.45,5.57
2,"S02002398","South Lanarkshire","Child Poverty","2014/15",-9.12,2.49,"Whitehill","Child Poverty Whitehill"," ","20.61","22.49",15.61,15.22
2,"S02002398","South Lanarkshire","Crime Rate","2012/13",42,45,"Whitehill","Crime Rate Whitehill"," ","5349.1","3097.67",2123,1163
2,"S02002398","South Lanarkshire","Depopulation","2012/13",-4.54,2.39,"Whitehill","Depopulation Whitehill"," ","100","104.54",100,97.61
2,"S02002398","South Lanarkshire","Early Mortality","2012/13",-8,6,"Whitehill","Early Mortality Whitehill"," ","619","667.51",489,462
2,"S02002398","South Lanarkshire","Emergency Admissions","2012/13",-35,4,"Whitehill","Emergency Admissions Whitehill"," ","28795.81","38811.65",26799,25600
2,"S02002398","South Lanarkshire","Out of Work Benefits","2013/14",-28.52,-19.31,"Whitehill","Out of Work Benefits Whitehill"," ","20.83","26.77",13.46,16.05
2,"S02002398","South Lanarkshire","Participation Rate","2016/17",20.24,2.98,"Whitehill","Participation Rate Whitehill"," ","73.01","87.79",90.3,92.99
2,"S02002449","Stirling","Attainment","2013/14",-2.01,0.99,"City Centre","Attainment City Centre"," ","4.97","4.87",5.59,5.65
2,"S02002449","Stirling","Child Poverty","2014/15",19.78,0.01,"City Centre","Child Poverty City Centre"," ","25.08","20.12",13.86,13.86
2,"S02002449","Stirling","Crime Rate","2012/13",39,26,"City Centre","Crime Rate City Centre"," ","3388.2","2081.35",1450,1072
2,"S02002449","Stirling","Depopulation","2012/13",7.47,3.24,"City Centre","Depopulation City Centre"," ","100","92.53",100,96.76
2,"S02002449","Stirling","Early Mortality","2012/13",-22,3,"City Centre","Early Mortality City Centre"," ","507","617.63",418,405
2,"S02002449","Stirling","Emergency Admissions","2012/13",-113,-5,"City Centre","Emergency Admissions City Centre"," ","23529.41","50108.27",22971,24197
2,"S02002449","Stirling","Out of Work Benefits","2013/14",11.33,-15.99,"City Centre","Out of Work Benefits City Centre"," ","9.97","8.84",10.36,12.02
2,"S02002449","Stirling","Participation Rate","2016/17",14.16,2.76,"City Centre","Participation Rate City Centre"," ","71.67","81.82",91.01,93.52
2,"S02002460","West Dunbartonshire","Attainment","2013/14",-2.77,-2.19,"Whitecrook","Attainment Whitecrook"," ","5.05","4.91",5.43,5.32
2,"S02002460","West Dunbartonshire","Child Poverty","2014/15",15.72,3.28,"Whitecrook","Child Poverty Whitecrook"," ","25.63","21.6",18.37,17.77
2,"S02002460","West Dunbartonshire","Crime Rate","2012/13",76,52,"Whitecrook","Crime Rate Whitecrook"," ","2488.78","586.73",2358,1129
2,"S02002460","West Dunbartonshire","Depopulation","2012/13",-9.82,-2.61,"Whitecrook","Depopulation Whitecrook"," ","100","109.82",100,102.61
2,"S02002460","West Dunbartonshire","Early Mortality","2012/13",33,9,"Whitecrook","Early Mortality Whitecrook"," ","789","526.26",598,544
2,"S02002460","West Dunbartonshire","Emergency Admissions","2012/13",5,7,"Whitecrook","Emergency Admissions Whitecrook"," ","26666.67","25317.96",29715,27575
2,"S02002460","West Dunbartonshire","Out of Work Benefits","2013/14",-12.49,-20.16,"Whitecrook","Out of Work Benefits Whitecrook"," ","24.42","27.47",17.74,21.32
2,"S02002460","West Dunbartonshire","Participation Rate","2016/17",0.78,2.58,"Whitecrook","Participation Rate Whitecrook"," ","89.3","90",88.64,90.93
2,"S02002498","West Lothian","Attainment","2013/14",5.7,0.15,"Whitburn Central","Attainment Whitburn Central"," ","4.91","5.19",5.5,5.51
2,"S02002498","West Lothian","Child Poverty","2014/15",-34.17,-9.89,"Whitburn Central","Child Poverty Whitburn Central"," ","25.08","33.65",14.99,16.47
2,"S02002498","West Lothian","Crime Rate","2012/13",7,-11,"Whitburn Central","Crime Rate Whitburn Central"," ","2158.11","2004.84",1071,1190
2,"S02002498","West Lothian","Depopulation","2012/13",-3.75,3.33,"Whitburn Central","Depopulation Whitburn Central"," ","100","103.75",100,96.67
2,"S02002498","West Lothian","Early Mortality","2012/13",-15,9,"Whitburn Central","Early Mortality Whitburn Central"," ","577","664.97",477,435
2,"S02002498","West Lothian","Emergency Admissions","2012/13",-3,1,"Whitburn Central","Emergency Admissions Whitburn Central"," ","28835.69","29765.59",26444,26157
2,"S02002498","West Lothian","Out of Work Benefits","2013/14",-17.86,-26.47,"Whitburn Central","Out of Work Benefits Whitburn Central"," ","24.07","28.37",12.16,15.38
2,"S02002498","West Lothian","Participation Rate","2016/17",6.97,4.09,"Whitburn Central","Participation Rate Whitburn Central"," ","84.91","90.83",89.74,93.41
3,"S02001258","Aberdeen City","Attainment","2013/14",2.85,1.65,"Torry East","Attainment Torry East","Attainment","4.56","4.69",5.36,5.45
3,"S02001258","Aberdeen City","Child Poverty","2014/15",-7.44,-22.81,"Torry East","Child Poverty Torry East","Child Poverty","25","26.86",10.52,12.92
3,"S02001258","Aberdeen City","Crime Rate","2012/13",19,22,"Torry East","Crime Rate Torry East","Crime Rate","1586.89","1284.23",1739,1364
3,"S02001258","Aberdeen City","Depopulation","2012/13",-12.68,0.58,"Torry East","Depopulation Torry East","Depopulation","100","112.68",100,99.42
3,"S02001258","Aberdeen City","Early Mortality","2012/13",-8,11,"Torry East","Early Mortality Torry East","Early Mortality","689","745.82",497,444
3,"S02001258","Aberdeen City","Emergency Admissions","2012/13",20,12,"Torry East","Emergency Admissions Torry East","Emergency Admissions","33504.27","26941.18",26118,22899
3,"S02001258","Aberdeen City","Out of Work Benefits","2013/14",-34.57,-55.54,"Torry East","Out of Work Benefits Torry East","Out of Work Benefits","18.4","24.76",7.62,11.85
3,"S02001258","Aberdeen City","Participation Rate","2016/17",-0.04,2.45,"Torry East","Participation Rate Torry East","Participation Rate","81.89","81.86",87.9,90.05
3,"S02001335","Aberdeenshire","Attainment","2013/14",3.87,1.29,"Peterhead Bay","Attainment Peterhead Bay","Attainment","4.65","4.83",5.44,5.51
3,"S02001335","Aberdeenshire","Child Poverty","2014/15",-5.23,-14.72,"Peterhead Bay","Child Poverty Peterhead Bay","Child Poverty","18.18","19.13",8.91,10.22
3,"S02001335","Aberdeenshire","Crime Rate","2012/13",-30,5,"Peterhead Bay","Crime Rate Peterhead Bay","Crime Rate","1703.47","2220.99",822,780
3,"S02001335","Aberdeenshire","Depopulation","2012/13",-8.9,0.8,"Peterhead Bay","Depopulation Peterhead Bay","Depopulation","100","108.9",100,99.2
3,"S02001335","Aberdeenshire","Early Mortality","2012/13",11,6,"Peterhead Bay","Early Mortality Peterhead Bay","Early Mortality","576","514.91",373,352
3,"S02001335","Aberdeenshire","Emergency Admissions","2012/13",-11,11,"Peterhead Bay","Emergency Admissions Peterhead Bay","Emergency Admissions","18654.43","20696.24",19800,17649
3,"S02001335","Aberdeenshire","Out of Work Benefits","2013/14",-48.06,-66.14,"Peterhead Bay","Out of Work Benefits Peterhead Bay","Out of Work Benefits","13.63","20.18",5.79,9.62
3,"S02001335","Aberdeenshire","Participation Rate","2016/17",-5.72,-0.91,"Peterhead Bay","Participation Rate Peterhead Bay","Participation Rate","88.17","83.13",93.24,92.39
3,"S02001355","Angus","Attainment","2013/14",-9.42,-3.54,"Arbroath Warddykes","Attainment Arbroath Warddykes","Attainment","4.99","4.52",5.5,5.31
3,"S02001355","Angus","Child Poverty","2014/15",-35.72,-17.9,"Arbroath Warddykes","Child Poverty Arbroath Warddykes","Child Poverty","25.45","34.54",14.16,16.7
3,"S02001355","Angus","Crime Rate","2012/13",-19,-36,"Arbroath Warddykes","Crime Rate Arbroath Warddykes","Crime Rate","1208.01","1436.28",719,978
3,"S02001355","Angus","Depopulation","2012/13",-9.85,-1.81,"Arbroath Warddykes","Depopulation Arbroath Warddykes","Depopulation","100","109.85",100,101.81
3,"S02001355","Angus","Early Mortality","2012/13",-5,4,"Arbroath Warddykes","Early Mortality Arbroath Warddykes","Early Mortality","503","530.55",401,383
3,"S02001355","Angus","Emergency Admissions","2012/13",-23,-12,"Arbroath Warddykes","Emergency Admissions Arbroath Warddykes","Emergency Admissions","17222.96","21258.95",19852,22158
3,"S02001355","Angus","Out of Work Benefits","2013/14",-59.5,-60.21,"Arbroath Warddykes","Out of Work Benefits Arbroath Warddykes","Out of Work Benefits","17.85","28.47",9.17,14.69
3,"S02001355","Angus","Participation Rate","2016/17",-0.96,0.09,"Arbroath Warddykes","Participation Rate Arbroath Warddykes","Participation Rate","88.73","87.88",91.56,91.64
3,"S02001382","Argyll and Bute","Attainment","2013/14",-1.14,-1,"Rothesay Town","Attainment Rothesay Town","Attainment","5.28","5.22",5.61,5.55
3,"S02001382","Argyll and Bute","Child Poverty","2014/15",-11.33,-4.22,"Rothesay Town","Child Poverty Rothesay Town","Child Poverty","21.88","24.36",14.67,15.28
3,"S02001382","Argyll and Bute","Crime Rate","2012/13",25,34,"Rothesay Town","Crime Rate Rothesay Town","Crime Rate","2949.71","2213.79",1719,1137
3,"S02001382","Argyll and Bute","Depopulation","2012/13",-11.01,-1.13,"Rothesay Town","Depopulation Rothesay Town","Depopulation","100","111.01",100,101.13
3,"S02001382","Argyll and Bute","Early Mortality","2012/13",-8,12,"Rothesay Town","Early Mortality Rothesay Town","Early Mortality","592","640.82",435,384
3,"S02001382","Argyll and Bute","Emergency Admissions","2012/13",16,4,"Rothesay Town","Emergency Admissions Rothesay Town","Emergency Admissions","26735.75","22434.98",22307,21504
3,"S02001382","Argyll and Bute","Out of Work Benefits","2013/14",-53.97,-31.96,"Rothesay Town","Out of Work Benefits Rothesay Town","Out of Work Benefits","21.79","33.55",9.99,13.18
3,"S02001382","Argyll and Bute","Participation Rate","2016/17",-1.56,0.31,"Rothesay Town","Participation Rate Rothesay Town","Participation Rate","88.89","87.5",94.48,94.78
3,"S02001401","Clackmannanshire","Attainment","2013/14",-5.51,-0.48,"Sauchie","Attainment Sauchie","Attainment","5.26","4.97",5.4,5.37
3,"S02001401","Clackmannanshire","Child Poverty","2014/15",-57.81,-11.86,"Sauchie","Child Poverty Sauchie","Child Poverty","20.55","32.43",17.87,19.99
3,"S02001401","Clackmannanshire","Crime Rate","2012/13",3,2,"Sauchie","Crime Rate Sauchie","Crime Rate","1298.86","1256.54",1163,1134
3,"S02001401","Clackmannanshire","Depopulation","2012/13",-5.81,1.18,"Sauchie","Depopulation Sauchie","Depopulation","100","105.81",100,98.82
3,"S02001401","Clackmannanshire","Early Mortality","2012/13",-24,-2,"Sauchie","Early Mortality Sauchie","Early Mortality","552","683.77",458,466
3,"S02001401","Clackmannanshire","Emergency Admissions","2012/13",-24,-11,"Sauchie","Emergency Admissions Sauchie","Emergency Admissions","21581.2","26744.02",20978,23368
3,"S02001401","Clackmannanshire","Out of Work Benefits","2013/14",-34.27,-22.7,"Sauchie","Out of Work Benefits Sauchie","Out of Work Benefits","18.56","24.92",14.22,17.45
3,"S02001401","Clackmannanshire","Participation Rate","2016/17",5.33,1.73,"Sauchie","Participation Rate Sauchie","Participation Rate","84.21","88.7",89.83,91.39
3,"S02001405","Dumfries and Galloway","Attainment","2013/14",-2.53,-0.99,"Stranraer West","Attainment Stranraer West","Attainment","5.14","5.01",5.56,5.5
3,"S02001405","Dumfries and Galloway","Child Poverty","2014/15",5.5,-10.03,"Stranraer West","Child Poverty Stranraer West","Child Poverty","31.48","29.75",17.05,18.76
3,"S02001405","Dumfries and Galloway","Crime Rate","2012/13",-89,-52,"Stranraer West","Crime Rate Stranraer West","Crime Rate","1188.98","2242.92",912,1388
3,"S02001405","Dumfries and Galloway","Depopulation","2012/13",-4.71,-3.76,"Stranraer West","Depopulation Stranraer West","Depopulation","100","104.71",100,103.76
3,"S02001405","Dumfries and Galloway","Early Mortality","2012/13",-19,0,"Stranraer West","Early Mortality Stranraer West","Early Mortality","462","550.64",406,405
3,"S02001405","Dumfries and Galloway","Emergency Admissions","2012/13",8,-5,"Stranraer West","Emergency Admissions Stranraer West","Emergency Admissions","24449.59","22515.3",21449,22523
3,"S02001405","Dumfries and Galloway","Out of Work Benefits","2013/14",-52.19,-45.02,"Stranraer West","Out of Work Benefits Stranraer West","Out of Work Benefits","20.96","31.9",10.97,15.91
3,"S02001405","Dumfries and Galloway","Participation Rate","2016/17",8.33,2.94,"Stranraer West","Participation Rate Stranraer West","Participation Rate","82.11","88.95",91.49,94.18
3,"S02001450","Dundee City","Attainment","2013/14",-6.86,-3.27,"Hilltown","Attainment Hilltown","Attainment","5.1","4.75",5.35,5.18
3,"S02001450","Dundee City","Child Poverty","2014/15",-3.68,-3.39,"Hilltown","Child Poverty Hilltown","Child Poverty","28.01","29.04",17.72,18.32
3,"S02001450","Dundee City","Crime Rate","2012/13",-48,NA,"Hilltown","Crime Rate Hilltown","Crime Rate","1534.02","2263.49",17.72,1634
3,"S02001450","Dundee City","Depopulation","2012/13",1.2,0.21,"Hilltown","Depopulation Hilltown","Depopulation","100","98.8",100,99.79
3,"S02001450","Dundee City","Early Mortality","2012/13",-2,8,"Hilltown","Early Mortality Hilltown","Early Mortality","851","869.25",596,548
3,"S02001450","Dundee City","Emergency Admissions","2012/13",-11,-12,"Hilltown","Emergency Admissions Hilltown","Emergency Admissions","32309.58","35763.95",26055,29095
3,"S02001450","Dundee City","Out of Work Benefits","2013/14",-27.39,-20.57,"Hilltown","Out of Work Benefits Hilltown","Out of Work Benefits","24.64","31.39",16.09,19.4
3,"S02001450","Dundee City","Participation Rate","2016/17",10.91,2.2,"Hilltown","Participation Rate Hilltown","Participation Rate","78.03","86.54",87.56,89.48
3,"S02001476","East Ayrshire","Attainment","2013/14",12.5,0.02,"Doon Valley South","Attainment Doon Valley South","Attainment","4.56","5.13",5.39,5.39
3,"S02001476","East Ayrshire","Child Poverty","2014/15",-0.6,-7.61,"Doon Valley South","Child Poverty Doon Valley South","Child Poverty","29.8","29.98",19.52,21
3,"S02001476","East Ayrshire","Crime Rate","2012/13",28,40,"Doon Valley South","Crime Rate Doon Valley South","Crime Rate","1674.76","1201.9",2132,1274
3,"S02001476","East Ayrshire","Depopulation","2012/13",-10.31,-2.49,"Doon Valley South","Depopulation Doon Valley South","Depopulation","100","110.31",100,102.49
3,"S02001476","East Ayrshire","Early Mortality","2012/13",-17,-3,"Doon Valley South","Early Mortality Doon Valley South","Early Mortality","621","724.89",511,525
3,"S02001476","East Ayrshire","Emergency Admissions","2012/13",33,9,"Doon Valley South","Emergency Admissions Doon Valley South","Emergency Admissions","42113.32","28389.93",30637,27775
3,"S02001476","East Ayrshire","Out of Work Benefits","2013/14",-36.86,-27.35,"Doon Valley South","Out of Work Benefits Doon Valley South","Out of Work Benefits","24.04","32.9",15.87,20.2
3,"S02001476","East Ayrshire","Participation Rate","2016/17",-4.19,3.5,"Doon Valley South","Participation Rate Doon Valley South","Participation Rate","92.67","88.79",89.02,92.14
3,"S02001521","East Dunbartonshire","Attainment","2013/14",5.96,1.92,"Auchinairn","Attainment Auchinairn","Attainment","5.7","6.04",6,6.11
3,"S02001521","East Dunbartonshire","Child Poverty","2014/15",2.66,4.38,"Auchinairn","Child Poverty Auchinairn","Child Poverty","16.56","16.12",8.54,8.17
3,"S02001521","East Dunbartonshire","Crime Rate","2012/13",64,NA,"Auchinairn","Crime Rate Auchinairn","Crime Rate","1723.1","612.49",8.54,538
3,"S02001521","East Dunbartonshire","Depopulation","2012/13",12.34,2.13,"Auchinairn","Depopulation Auchinairn","Depopulation","100","87.66",100,97.87
3,"S02001521","East Dunbartonshire","Early Mortality","2012/13",36,16,"Auchinairn","Early Mortality Auchinairn","Early Mortality","652","414.62",344,289
3,"S02001521","East Dunbartonshire","Emergency Admissions","2012/13",13,13,"Auchinairn","Emergency Admissions Auchinairn","Emergency Admissions","32584.27","28360.35",24567,21360
3,"S02001521","East Dunbartonshire","Out of Work Benefits","2013/14",-5.76,-28.18,"Auchinairn","Out of Work Benefits Auchinairn","Out of Work Benefits","15.1","15.97",7.46,9.57
3,"S02001521","East Dunbartonshire","Participation Rate","2016/17",0.27,0.57,"Auchinairn","Participation Rate Auchinairn","Participation Rate","93.29","93.54",95.52,96.07
3,"S02001537","East Lothian","Attainment","2013/14",1.91,-1.16,"Musselburgh North","Attainment Musselburgh North","Attainment","5.24","5.34",5.54,5.47
3,"S02001537","East Lothian","Child Poverty","2014/15",4.44,18.45,"Musselburgh North","Child Poverty Musselburgh North","Child Poverty","12.84","12.27",13.94,11.37
3,"S02001537","East Lothian","Crime Rate","2012/13",43,-66,"Musselburgh North","Crime Rate Musselburgh North","Crime Rate","1763.63","1012.19",846,1406
